return_frequency,return_to_order_ratio,recent_return_count,return_value_ratio,avg_order_value,avg_return_value,account_age_days,order_frequency,days_since_purchase,historical_return_rate,category_return_rate,category_baseline_return_rate,verified_abuse_history,baseline_deviation,drift_score,return_burst_flag,high_value_concentration,abnormal_timing_flag,cross_category_flag,account_age_risk,recent_order_frequency_change,refund_amount_last_30_days,payment_amount,refund_amount,payment_count_7d,payment_count_30d,refund_count_7d,refund_count_30d,payment_frequency,refund_frequency,transaction_velocity,historical_refund_rate,current_refund_rate,refund_to_payment_ratio,avg_historical_refund_amount,time_between_payment_and_refund,days_since_payment,is_abuse
0.0,0.3333,0,1.379,303.53,257.27,345,0.427,22,0.3333,0.0,0.12,0,-3.333,0.0,0,0.5,0,0,0,0.0,0.0,418.71,418.71,0,3,0,0,0.52,0.0,0.12,0.3333,0.0,0.5124,257.27,22,22,1
0.667,0.25,2,0.959,198.69,148.24,76,2.376,21,0.25,0.0,0.1,0,4.167,93.3,0,0.5,0,0,0,0.338,296.48,190.51,190.51,1,4,0,2,3.16,0.67,0.73,0.25,0.5,0.3064,148.24,21,21,1
0.0,0.0,0,1.329,316.61,0.0,19,10.0,14,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,1,0.438,0.0,420.63,420.63,1,9,0,0,14.21,0.0,3.28,0.0,0.0,0.1476,0.0,14,14,0
0.0,0.0,0,1.236,301.49,0.0,130,0.237,6,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,372.63,372.63,1,1,0,0,0.69,0.0,0.16,0.0,0.0,0.412,0.0,6,6,0
0.0,0.0,0,1.019,425.41,0.0,504,0.245,20,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,433.56,433.56,0,2,0,0,0.18,0.0,0.04,0.0,0.0,0.3397,0.0,20,20,1
0.0,0.0,0,0.74,221.57,0.0,535,0.527,15,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,164.0,164.0,0,3,0,0,0.62,0.0,0.14,0.0,0.0,0.0673,0.0,15,15,0
0.333,0.5,0,0.609,319.52,312.06,538,0.516,28,0.5,0.6667,0.1,0,-1.667,0.0,0,0.75,0,0,0,2.033,0.0,194.54,194.54,0,1,0,0,0.45,0.33,0.1,0.5,0.0,0.5644,312.06,28,28,1
0.0,0.0,0,1.155,305.56,0.0,107,0.388,23,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,2.737,0.0,352.88,352.88,0,1,0,0,0.84,0.0,0.19,0.0,0.0,0.385,0.0,23,23,0
0.0,0.5556,0,1.179,189.06,211.97,619,0.358,8,0.5556,0.3333,0.2,1,-5.556,0.0,0,0.4,0,0,0,0.0,0.0,222.81,222.81,0,1,0,0,0.44,0.0,0.1,0.5556,0.0,0.7538,211.97,8,8,1
0.0,0.0,0,1.437,264.28,0.0,53,1.455,3,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.643,0.0,379.69,379.69,1,3,0,0,2.83,0.0,0.65,0.0,0.0,0.2873,0.0,3,3,0
0.333,0.1667,0,1.446,210.29,352.15,294,0.674,12,0.1667,0.0,0.2,0,1.667,43.3,0,1.0,0,0,0,3.272,0.0,304.12,304.12,0,1,0,0,0.61,0.33,0.14,0.1667,0.0,0.5201,352.15,12,12,0
0.333,0.1429,1,1.391,300.92,283.35,41,4.706,5,0.1429,0.5,0.2,0,1.905,48.1,0,1.0,0,0,0,0.42,283.35,418.47,418.47,1,7,0,1,5.12,0.33,1.18,0.1429,0.1429,0.3332,283.35,5,5,1
0.333,0.0667,1,1.533,289.56,230.89,26,17.308,15,0.0667,0.0,0.08,0,2.667,63.3,0,1.0,0,0,1,1.0,230.89,443.89,443.89,4,15,0,1,17.31,0.33,4.0,0.0667,0.0667,0.1554,230.89,15,15,0
0.0,0.0,0,0.984,315.36,0.0,47,0.522,14,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,310.17,310.17,0,2,0,0,1.28,0.0,0.29,0.0,0.0,0.4918,0.0,14,14,0
0.0,0.0,0,0.675,292.63,0.0,564,0.447,27,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,5.05,0.0,197.46,197.46,0,1,0,0,0.43,0.0,0.1,0.0,0.0,0.0843,0.0,27,27,0
0.333,0.4444,1,1.34,337.37,261.51,520,0.468,14,0.4444,0.0,0.05,0,-1.111,0.0,0,0.5,0,0,0,0.0,307.72,451.98,451.98,0,2,1,1,0.52,0.33,0.12,0.4444,0.5,0.4934,261.51,14,14,1
0.0,0.4,0,0.433,257.28,264.16,540,0.462,5,0.4,0.0,0.07,0,-4.0,0.0,0,0.75,0,0,0,0.0,0.0,111.32,111.32,1,1,0,0,0.56,0.0,0.13,0.4,0.0,0.454,264.16,5,5,1
0.0,0.0,0,0.842,297.53,0.0,156,0.508,14,0.0,0.0,0.12,0,0.0,10.0,0,0.0,1,0,0,2.05,0.0,250.61,250.61,0,3,0,0,0.77,0.0,0.18,0.0,0.0,0.2106,0.0,14,14,0
0.333,0.1667,0,0.188,297.72,457.59,247,1.204,8,0.1667,0.5,0.2,0,1.667,43.3,0,1.0,0,0,0,0.817,0.0,55.95,55.95,2,3,0,0,1.46,0.33,0.34,0.1667,0.0,0.2718,457.59,8,8,0
0.0,0.0,0,0.427,171.28,0.0,39,2.619,6,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,0.711,0.0,73.11,73.11,1,2,0,0,1.54,0.0,0.36,0.0,0.0,0.2134,0.0,6,6,0
0.0,0.1667,0,0.452,205.52,387.65,321,0.544,6,0.1667,0.0,0.1,0,-1.667,0.0,0,1.0,0,0,0,1.903,0.0,92.81,92.81,2,3,0,0,0.56,0.0,0.13,0.1667,0.0,0.3896,387.65,6,6,1
0.0,0.0909,0,0.924,272.24,394.14,880,0.353,6,0.0909,0.3333,0.2,0,-0.909,0.0,0,1.0,0,0,0,0.0,0.0,251.63,251.63,1,1,0,0,0.38,0.0,0.09,0.0909,0.0,0.2156,394.14,6,6,0
0.0,0.0,0,1.0,292.63,0.0,105,0.156,17,0.0,0.0,0.08,1,0.0,10.0,0,0.0,0,0,0,9.117,0.0,292.63,292.63,0,1,0,0,0.29,0.0,0.07,0.0,0.0,1.0,0.0,17,17,1
0.0,0.0,0,1.171,360.91,0.0,362,0.153,9,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,422.54,422.54,0,1,0,0,0.25,0.0,0.06,0.0,0.0,0.3903,0.0,9,9,0
0.333,0.5,0,1.323,325.46,294.7,308,0.452,8,0.5,0.0,0.07,0,-1.667,0.0,0,1.0,0,0,0,0.0,0.0,430.43,430.43,0,1,0,0,0.58,0.33,0.13,0.5,0.0,0.6732,294.7,8,8,1
0.0,0.5,0,0.344,294.6,487.88,195,0.376,4,0.5,0.0,0.1,0,-5.0,0.0,0,1.0,0,0,0,0.0,0.0,101.32,101.32,1,1,0,0,0.31,0.0,0.07,0.5,0.0,1.0,487.88,4,4,1
0.333,0.1667,0,0.499,206.26,473.41,197,0.993,2,0.1667,0.0,0.03,1,1.667,43.3,0,1.0,0,0,0,3.525,0.0,102.91,102.91,1,1,0,0,0.91,0.33,0.21,0.1667,0.0,0.4657,473.41,2,2,1
0.0,0.0,0,0.568,214.6,0.0,452,0.62,9,0.0,0.0,0.2,0,0.0,10.0,0,0.0,1,0,0,0.0,0.0,121.88,121.88,0,2,0,0,0.53,0.0,0.12,0.0,0.0,0.071,0.0,9,9,0
0.0,0.0,0,1.0,462.17,0.0,46,0.442,6,0.0,0.0,0.08,0,0.0,10.0,0,0.0,1,0,0,0.0,0.0,462.17,462.17,1,1,0,0,0.65,0.0,0.15,0.0,0.0,1.0,0.0,6,6,1
0.0,0.125,0,1.188,303.31,293.03,360,0.659,29,0.125,0.0,0.08,0,-1.25,0.0,0,1.0,0,0,0,1.59,0.0,360.39,360.39,1,2,0,0,0.67,0.0,0.15,0.125,0.0,0.2693,293.03,29,29,0
0.667,0.5,1,0.865,267.65,240.91,582,0.484,12,0.5,0.0,0.08,0,1.667,43.3,0,0.5,0,0,0,2.153,235.09,231.4,231.4,0,1,0,1,0.41,0.67,0.1,0.5,1.0,0.5581,240.91,12,12,1
0.0,0.0,0,1.0,372.66,0.0,378,0.194,18,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,372.66,372.66,0,1,0,0,0.08,0.0,0.02,0.0,0.0,1.0,0.0,18,18,0
0.333,0.5,0,0.479,337.44,425.94,491,0.241,2,0.5,0.0,0.05,0,-1.667,0.0,0,1.0,0,0,0,0.0,0.0,161.48,161.48,1,1,0,0,0.24,0.33,0.06,0.5,0.0,0.7508,425.94,2,2,1
0.333,0.25,1,1.264,253.51,221.5,619,0.388,13,0.25,0.0,0.08,0,0.833,26.7,0,0.5,0,0,0,2.805,376.33,320.37,320.37,0,1,0,1,0.39,0.33,0.09,0.25,1.0,0.3764,221.5,13,13,0
0.0,0.0,0,0.961,276.43,0.0,20,2.598,11,0.0,0.0,0.03,1,0.0,10.0,0,0.0,0,0,1,1.212,0.0,265.69,265.69,1,5,0,0,7.5,0.0,1.73,0.0,0.0,0.1922,0.0,11,11,1
0.0,0.0,0,1.833,127.49,0.0,160,0.356,15,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,3.071,0.0,233.68,233.68,0,1,0,0,0.94,0.0,0.22,0.0,0.0,0.3666,0.0,15,15,0
0.0,0.5,0,0.733,286.21,299.45,646,0.56,12,0.5,0.0,0.12,1,-5.0,0.0,0,0.714,0,0,0,0.0,0.0,209.85,209.85,0,2,0,0,0.65,0.0,0.15,0.5,0.0,0.5755,299.45,12,12,1
0.333,0.1667,0,0.248,161.05,47.52,332,0.402,17,0.1667,0.0,0.07,1,1.667,43.3,0,0.0,0,0,0,2.633,0.0,39.89,39.89,1,2,0,0,0.54,0.33,0.13,0.1667,0.0,0.0905,47.52,17,17,1
0.0,0.0,0,1.355,355.92,0.0,251,0.478,12,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,482.19,482.19,0,1,0,0,0.48,0.0,0.11,0.0,0.0,0.3387,0.0,12,12,0
0.333,0.4,0,1.288,233.12,332.52,369,0.365,1,0.4,0.0,0.07,0,-0.667,0.0,0,0.5,0,0,0,0.0,0.0,300.15,300.15,1,2,0,0,0.41,0.33,0.09,0.4,0.0,0.8281,332.52,1,1,1
0.333,0.3333,1,0.657,293.91,414.57,118,0.245,10,0.3333,0.0,0.1,0,0.0,10.0,0,1.0,0,0,0,0.0,414.57,193.24,193.24,1,2,0,1,0.76,0.33,0.18,0.3333,0.5,0.6893,414.57,10,10,1
0.0,0.25,0,1.516,258.1,126.97,196,0.943,6,0.25,0.3333,0.08,0,-2.5,0.0,0,0.0,0,0,0,0.0,0.0,391.39,391.39,1,2,0,0,1.22,0.0,0.28,0.25,0.0,0.3125,126.97,6,6,1
0.0,0.4545,0,1.367,210.63,226.23,429,0.738,2,0.4545,0.5,0.2,1,-4.545,0.0,0,0.6,0,0,0,2.974,0.0,287.93,287.93,1,1,0,0,0.77,0.0,0.18,0.4545,0.0,0.6125,226.23,2,2,1
0.333,0.7143,0,0.681,210.03,194.05,203,0.673,28,0.7143,0.5,0.07,0,-3.81,0.0,0,0.2,0,0,0,3.407,0.0,143.01,143.01,1,2,0,0,1.03,0.33,0.24,0.7143,0.0,0.7572,194.05,28,28,1
0.333,0.3333,1,0.109,206.53,244.7,340,0.23,20,0.3333,0.0,0.08,0,0.0,10.0,0,1.0,0,0,0,0.0,244.7,22.5,22.5,0,1,0,1,0.26,0.33,0.06,0.3333,1.0,0.4313,244.7,20,20,1
0.0,0.5,0,0.443,205.84,307.13,200,0.483,8,0.5,0.0,0.05,0,-5.0,0.0,0,0.5,0,0,0,0.0,0.0,91.2,91.2,0,1,0,0,0.6,0.0,0.14,0.5,0.0,0.8568,307.13,8,8,1
0.333,0.3846,0,1.157,273.29,288.39,254,1.183,2,0.3846,0.0,0.07,0,-0.513,0.0,0,0.6,0,0,0,0.833,0.0,316.08,316.08,2,4,0,0,1.54,0.33,0.35,0.3846,0.0,0.4948,288.39,2,2,1
0.333,0.5,1,1.131,302.8,263.25,83,0.825,22,0.5,0.0,0.03,0,-1.667,0.0,0,1.0,1,0,0,1.228,263.25,342.36,342.36,0,1,0,1,0.72,0.33,0.17,0.5,1.0,1.0,263.25,22,22,1
0.333,0.4545,1,0.183,217.52,296.16,563,0.62,17,0.4545,0.0,0.05,0,-1.212,0.0,0,1.0,0,0,0,3.594,294.93,39.88,39.88,0,2,0,1,0.59,0.33,0.14,0.4545,0.5,0.6355,296.16,17,17,1
0.333,0.3333,1,1.839,268.72,197.68,184,0.358,9,0.3333,0.0,0.12,1,0.0,10.0,0,0.0,0,0,0,0.0,197.68,494.16,494.16,0,1,0,1,0.49,0.33,0.11,0.3333,1.0,0.8582,197.68,9,9,1
0.0,0.0,0,2.295,176.79,0.0,486,0.247,7,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,5.067,0.0,405.7,405.7,1,1,0,0,0.25,0.0,0.06,0.0,0.0,0.5737,0.0,7,7,0
0.333,0.1429,0,1.217,343.02,187.42,286,0.37,23,0.1429,0.0,0.07,0,1.905,48.1,0,0.0,1,0,0,0.0,0.0,417.43,417.43,0,2,0,0,0.73,0.33,0.17,0.1429,0.0,0.2519,187.42,23,23,1
0.333,0.3333,1,0.263,191.3,151.13,311,0.593,12,0.3333,0.0,0.2,1,0.0,10.0,0,0.333,0,0,0,1.738,48.51,50.37,50.37,0,2,1,1,0.87,0.33,0.2,0.3333,0.5,0.2926,151.13,12,12,1
0.0,0.0,0,0.916,103.13,0.0,152,0.663,23,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,1.545,0.0,94.48,94.48,1,2,0,0,0.59,0.0,0.14,0.0,0.0,0.3054,0.0,23,23,0
0.333,0.0909,0,0.57,301.77,207.66,578,0.545,30,0.0909,0.0,0.08,0,2.424,58.5,0,1.0,0,0,0,0.0,0.0,171.87,171.87,0,2,0,0,0.57,0.33,0.13,0.0909,0.0,0.1143,207.66,30,30,0
0.333,0.25,0,0.88,364.82,274.75,99,1.212,21,0.25,0.0,0.2,1,0.833,26.7,0,1.0,1,0,0,6.9,0.0,321.22,321.22,0,3,0,0,1.21,0.33,0.28,0.25,0.0,0.4084,274.75,21,21,1
0.0,0.1429,0,0.908,284.48,496.33,700,0.26,3,0.1429,0.0,0.12,0,-1.429,0.0,0,1.0,0,0,0,0.0,0.0,258.27,258.27,1,2,0,0,0.3,0.0,0.07,0.1429,0.0,0.3789,496.33,3,3,0
0.0,0.0833,0,0.556,267.38,152.99,534,0.543,2,0.0833,0.0,0.05,0,-0.833,0.0,0,0.0,0,0,0,0.0,0.0,148.6,148.6,1,2,0,0,0.67,0.0,0.16,0.0833,0.0,0.094,152.99,2,2,0
0.0,0.1111,0,1.413,202.31,35.26,411,0.393,15,0.1111,0.0,0.1,0,-1.111,0.0,0,0.0,0,0,0,2.697,0.0,285.93,285.93,0,1,0,0,0.66,0.0,0.15,0.1111,0.0,0.1764,35.26,15,15,0
0.0,0.2,0,0.519,192.39,115.37,317,0.513,15,0.2,0.0,0.2,1,-2.0,0.0,0,0.0,1,0,0,0.0,0.0,99.88,99.88,0,1,0,0,0.47,0.0,0.11,0.2,0.0,0.2238,115.37,15,15,1
0.0,0.0,0,1.017,420.64,0.0,20,0.39,15,0.0,0.0,0.1,1,0.0,10.0,0,0.0,0,0,1,2.737,0.0,427.62,427.62,1,2,0,0,3.0,0.0,0.69,0.0,0.0,0.5083,0.0,15,15,1
0.0,0.0,0,0.458,239.12,0.0,598,0.566,3,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,109.43,109.43,1,1,0,0,0.6,0.0,0.14,0.0,0.0,0.0381,0.0,3,3,0
0.0,0.0,0,1.152,293.12,0.0,136,1.63,15,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,2.05,0.0,337.77,337.77,0,1,0,0,1.54,0.0,0.36,0.0,0.0,0.1646,0.0,15,15,0
0.0,0.5,0,1.1,348.2,372.73,499,0.323,3,0.5,0.0,0.12,0,-5.0,0.0,0,1.0,0,0,0,3.333,0.0,383.06,383.06,1,1,0,0,0.36,0.0,0.08,0.5,0.0,0.7186,372.73,3,3,1
0.667,0.1667,1,1.485,261.82,150.46,189,1.765,18,0.1667,0.0,0.1,0,5.0,100.0,0,0.5,0,0,0,1.154,261.66,388.89,388.89,0,4,1,1,1.9,0.67,0.44,0.1667,0.25,0.2196,150.46,18,18,0
1.0,0.5556,0,1.004,251.71,216.53,240,1.044,21,0.5556,0.75,0.2,1,4.444,98.9,0,0.4,0,0,0,0.0,0.0,252.64,252.64,0,1,0,0,1.12,1.0,0.26,0.5556,0.0,0.5894,216.53,21,21,1
1.333,0.2667,2,1.5,301.33,330.17,93,4.839,16,0.2667,0.6667,0.1,1,10.667,100.0,0,1.0,0,0,0,0.764,736.08,451.86,451.86,1,4,1,2,4.84,1.33,1.12,0.2667,0.5,0.3922,330.17,16,16,1
0.0,0.0,0,1.287,254.99,0.0,33,1.826,14,0.0,0.0,0.08,1,0.0,10.0,0,0.0,0,0,0,1.133,0.0,328.27,328.27,1,4,0,0,3.64,0.0,0.84,0.0,0.0,0.3218,0.0,14,14,1
0.0,0.0,0,0.418,174.88,0.0,54,1.083,22,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.915,0.0,73.13,73.13,0,3,0,0,1.67,0.0,0.38,0.0,0.0,0.1394,0.0,22,22,1
0.0,0.0,0,0.232,259.61,0.0,514,0.308,15,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,60.17,60.17,0,1,0,0,0.41,0.0,0.09,0.0,0.0,0.0331,0.0,15,15,0
1.0,0.2143,3,0.612,233.9,255.79,35,12.0,10,0.2143,0.0,0.1,0,7.857,100.0,0,0.667,0,0,0,1.0,767.38,143.22,143.22,5,12,1,3,12.0,1.0,2.77,0.2143,0.25,0.2781,255.79,10,10,1
0.0,0.0769,0,0.896,286.22,358.59,240,1.596,16,0.0769,0.0,0.08,0,-0.769,0.0,0,1.0,0,0,0,0.6,0.0,256.58,256.58,2,4,0,0,1.62,0.0,0.38,0.0769,0.0,0.1653,358.59,16,16,0
0.0,0.0,0,0.71,313.4,0.0,556,0.576,9,0.0,0.0,0.03,0,0.0,10.0,0,0.0,1,0,0,1.788,0.0,222.43,222.43,0,1,0,0,0.59,0.0,0.14,0.0,0.0,0.0645,0.0,9,9,0
0.667,0.4,1,0.526,250.96,206.29,744,0.423,18,0.4,0.0,0.07,1,2.667,63.3,0,0.5,0,0,0,2.5,213.2,131.99,131.99,0,3,0,1,0.4,0.67,0.09,0.4,0.3333,0.3814,206.29,18,18,1
0.0,0.0,0,1.203,79.22,0.0,276,0.284,27,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,95.31,95.31,0,1,0,0,0.22,0.0,0.05,0.0,0.0,0.6015,0.0,27,27,1
0.0,0.0,0,1.576,146.03,0.0,64,1.231,13,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.786,0.0,230.13,230.13,1,3,0,0,1.41,0.0,0.32,0.0,0.0,0.5253,0.0,13,13,0
0.333,0.25,0,0.592,234.5,224.04,265,1.324,26,0.25,0.25,0.12,1,0.833,26.7,0,0.333,0,0,0,0.738,0.0,138.84,138.84,0,2,0,0,1.36,0.33,0.31,0.25,0.0,0.2882,224.04,26,26,1
2.333,0.6154,2,0.125,238.08,311.44,184,1.603,12,0.6154,0.5,0.1,1,17.179,100.0,0,0.75,0,0,0,0.0,496.73,29.65,29.65,1,3,0,2,2.12,2.33,0.49,0.6154,0.6667,0.8146,311.44,12,12,1
0.0,0.0,0,0.73,173.64,0.0,53,5.66,6,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,1.789,0.0,126.73,126.73,3,7,0,0,5.66,0.0,1.31,0.0,0.0,0.073,0.0,6,6,0
0.333,0.1,1,0.368,319.7,276.29,43,6.667,24,0.1,0.0,0.03,0,2.333,56.7,0,1.0,0,0,0,2.4,276.29,117.8,117.8,2,10,0,1,6.98,0.33,1.61,0.1,0.1,0.1233,276.29,24,24,1
0.0,0.0,0,0.806,284.33,0.0,295,0.31,17,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,229.05,229.05,0,2,0,0,0.51,0.0,0.12,0.0,0.0,0.1611,0.0,17,17,0
0.0,0.0,0,1.264,364.6,0.0,94,0.545,9,0.0,0.0,0.1,1,0.0,10.0,0,0.0,0,0,0,0.0,0.0,460.85,460.85,0,1,0,0,0.96,0.0,0.22,0.0,0.0,0.4213,0.0,9,9,1
0.0,0.2857,0,1.063,252.82,307.3,276,0.628,11,0.2857,0.0,0.05,0,-2.857,0.0,0,1.0,1,0,0,0.0,0.0,268.65,268.65,0,2,0,0,0.76,0.0,0.18,0.2857,0.0,0.4991,307.3,11,11,0
0.0,0.5,0,0.494,144.33,217.37,706,0.091,6,0.5,0.0,0.08,0,-5.0,0.0,0,1.0,0,0,0,0.0,0.0,71.29,71.29,1,1,0,0,0.08,0.0,0.02,0.5,0.0,1.0,217.37,6,6,1
0.667,0.6,1,1.463,325.49,333.44,131,0.506,24,0.6,0.0,0.03,1,0.667,23.3,0,0.667,0,0,0,0.0,422.29,476.07,476.07,0,1,0,1,1.15,0.67,0.26,0.6,1.0,0.9072,333.44,24,24,1
0.0,0.0,0,0.989,263.61,0.0,31,0.304,21,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,260.81,260.81,1,2,0,0,1.94,0.0,0.45,0.0,0.0,0.4947,0.0,21,21,1
0.0,0.0,0,1.0,126.8,0.0,23,1.026,3,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,1,0.967,0.0,126.8,126.8,1,1,0,0,1.3,0.0,0.3,0.0,0.0,1.0,0.0,3,3,0
0.0,0.0,0,1.229,353.28,0.0,369,0.361,5,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,434.15,434.15,1,1,0,0,0.41,0.0,0.09,0.0,0.0,0.2458,0.0,5,5,0
0.0,0.0,0,0.614,213.44,0.0,105,0.481,24,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,131.02,131.02,0,2,0,0,0.86,0.0,0.2,0.0,0.0,0.2046,0.0,24,24,0
0.333,0.3333,0,1.493,204.85,37.48,121,0.874,24,0.3333,0.0,0.2,1,0.0,10.0,0,0.0,0,0,0,0.0,0.0,305.93,305.93,0,1,0,0,0.74,0.33,0.17,0.3333,0.0,0.5588,37.48,24,24,1
0.0,0.0,0,0.554,325.45,0.0,461,0.448,4,0.0,0.0,0.2,0,0.0,10.0,0,0.0,1,0,0,2.345,0.0,180.19,180.19,1,1,0,0,0.52,0.0,0.12,0.0,0.0,0.0692,0.0,4,4,0
0.333,0.375,1,0.262,254.47,256.96,463,0.671,6,0.375,0.0,0.12,0,-0.417,1.7,0,0.667,0,0,0,1.531,115.61,66.78,66.78,1,3,1,1,0.52,0.33,0.12,0.375,0.3333,0.4115,256.96,6,6,1
0.333,0.5,0,0.255,293.02,393.22,373,0.264,8,0.5,0.0,0.2,0,-1.667,0.0,0,1.0,0,0,0,0.0,0.0,74.58,74.58,0,1,0,0,0.32,0.33,0.07,0.5,0.0,0.7346,393.22,8,8,0
0.0,0.0,0,1.186,309.35,0.0,202,0.303,1,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,366.85,366.85,1,1,0,0,0.74,0.0,0.17,0.0,0.0,0.2372,0.0,1,1,0
0.333,0.2,0,0.949,173.28,102.72,247,0.749,3,0.2,0.3333,0.12,0,1.333,36.7,0,0.0,0,0,0,2.928,0.0,164.39,164.39,1,1,0,0,1.21,0.33,0.28,0.2,0.0,0.2134,102.72,3,3,0
0.333,0.25,0,0.577,176.23,57.44,169,0.497,26,0.25,0.0,0.08,0,0.833,26.7,0,0.0,0,0,0,0.0,0.0,101.73,101.73,0,1,0,0,0.71,0.33,0.16,0.25,0.0,0.2258,57.44,26,26,1
1.0,0.5556,1,1.726,194.94,183.71,164,1.429,27,0.5556,0.0,0.12,0,4.444,98.9,0,0.4,0,0,0,2.467,28.58,336.55,336.55,0,2,1,1,1.65,1.0,0.38,0.5556,0.5,0.7154,183.71,27,27,1
0.0,0.3333,0,1.899,237.28,64.34,187,0.544,6,0.3333,0.0,0.12,1,-3.333,0.0,0,0.0,0,0,0,1.923,0.0,450.69,450.69,1,1,0,0,0.48,0.0,0.11,0.3333,0.0,0.7235,64.34,6,6,1
0.0,0.5,0,1.515,208.52,101.09,353,0.126,24,0.5,0.0,0.2,0,-5.0,0.0,0,0.0,0,0,0,0.0,0.0,315.94,315.94,0,1,0,0,0.17,0.0,0.04,0.5,0.0,1.0,101.09,24,24,1
0.0,0.0,0,0.546,192.87,0.0,558,0.183,26,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,105.3,105.3,0,1,0,0,0.22,0.0,0.05,0.0,0.0,0.1365,0.0,26,26,0
0.333,0.3636,0,0.712,312.92,225.48,884,0.371,12,0.3636,0.5,0.12,0,-0.303,3.9,0,0.5,1,0,0,2.852,0.0,222.73,222.73,0,1,0,0,0.37,0.33,0.09,0.3636,0.0,0.3267,225.48,12,12,1
0.0,0.0,0,1.437,291.65,0.0,358,0.804,4,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,1.27,0.0,419.23,419.23,1,1,0,0,0.84,0.0,0.19,0.0,0.0,0.1437,0.0,4,4,0
0.0,0.6667,0,1.644,240.32,247.3,395,0.812,26,0.6667,0.0,0.05,0,-6.667,0.0,0,0.75,0,0,0,1.25,0.0,395.12,395.12,0,1,0,0,0.46,0.0,0.11,0.6667,0.0,0.9601,247.3,26,26,1
0.0,0.0,0,1.965,204.55,0.0,82,2.124,16,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.922,0.0,401.93,401.93,0,1,0,0,2.2,0.0,0.51,0.0,0.0,0.3275,0.0,16,16,0
0.333,0.3077,0,0.937,281.47,340.84,717,0.504,3,0.3077,0.0,0.03,0,0.256,15.1,0,1.0,0,0,0,0.0,0.0,263.72,263.72,1,1,0,0,0.54,0.33,0.13,0.3077,0.0,0.4447,340.84,3,3,1
0.0,0.0,0,1.406,280.79,0.0,393,0.537,11,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,4.326,0.0,394.91,394.91,0,1,0,0,0.31,0.0,0.07,0.0,0.0,0.3516,0.0,11,11,0
0.0,0.1667,0,0.834,217.05,216.04,305,0.789,5,0.1667,0.0,0.08,0,-1.667,0.0,0,1.0,0,0,0,2.917,0.0,180.92,180.92,1,2,0,0,0.59,0.0,0.14,0.1667,0.0,0.3048,216.04,5,5,0
0.0,0.0,0,0.26,253.9,0.0,69,1.132,9,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,66.01,66.01,1,3,0,0,1.74,0.0,0.4,0.0,0.0,0.065,0.0,9,9,0
0.333,0.2222,1,1.218,262.09,302.88,798,0.338,20,0.2222,0.0,0.08,0,1.111,32.2,0,0.5,0,0,0,7.314,408.81,319.26,319.26,0,2,1,1,0.34,0.33,0.08,0.2222,0.5,0.3922,302.88,20,20,0
0.0,0.25,0,1.501,312.45,304.94,592,0.394,17,0.25,0.5,0.12,1,-2.5,0.0,0,0.5,0,0,0,0.0,0.0,468.95,468.95,0,3,0,0,0.41,0.0,0.09,0.25,0.0,0.4316,304.94,17,17,1
