return_frequency,return_to_order_ratio,recent_return_count,return_value_ratio,avg_order_value,avg_return_value,account_age_days,order_frequency,days_since_purchase,historical_return_rate,category_return_rate,category_baseline_return_rate,verified_abuse_history,baseline_deviation,drift_score,return_burst_flag,high_value_concentration,abnormal_timing_flag,cross_category_flag,account_age_risk,recent_order_frequency_change,refund_amount_last_30_days,payment_amount,refund_amount,payment_count_7d,payment_count_30d,refund_count_7d,refund_count_30d,payment_frequency,refund_frequency,transaction_velocity,historical_refund_rate,current_refund_rate,refund_to_payment_ratio,avg_historical_refund_amount,time_between_payment_and_refund,days_since_payment,is_abuse
0.0,0.0,0,0.712,272.67,0.0,278,0.951,12,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,1.056,0.0,194.27,194.27,0,1,0,0,1.08,0.0,0.25,0.0,0.0,0.0712,0.0,12,12,0
0.0,0.0,0,0.35,273.79,0.0,232,0.563,25,0.0,0.0,0.07,1,0.0,10.0,0,0.0,0,0,0,4.573,0.0,95.72,95.72,0,2,0,0,0.65,0.0,0.15,0.0,0.0,0.0699,0.0,25,25,1
0.0,0.1429,0,0.543,226.24,95.72,373,0.563,21,0.1429,0.0,0.03,1,-1.429,0.0,0,0.0,0,0,0,4.573,0.0,122.87,122.87,0,2,0,0,0.56,0.0,0.13,0.1429,0.0,0.138,95.72,21,21,1
0.0,0.0,0,1.0,168.96,0.0,91,0.169,16,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,168.96,168.96,0,1,0,0,0.33,0.0,0.08,0.0,0.0,1.0,0.0,16,16,1
0.0,0.5,0,0.46,109.72,168.96,188,0.169,10,0.5,0.0,0.07,0,-5.0,0.0,0,0.0,0,0,0,0.0,0.0,50.48,50.48,0,1,0,0,0.32,0.0,0.07,0.5,0.0,1.0,168.96,10,10,1
0.333,0.6667,1,1.962,211.42,109.72,209,0.169,14,0.6667,0.0,0.1,0,-3.333,0.0,0,0.0,0,0,0,0.0,50.48,414.82,414.82,0,1,0,1,0.43,0.33,0.1,0.6667,1.0,1.0,109.72,14,14,1
0.0,0.0,0,1.717,232.15,0.0,236,0.444,19,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,398.55,398.55,0,3,0,0,0.89,0.0,0.21,0.0,0.0,0.2453,0.0,19,19,0
0.0,0.0714,0,0.887,253.1,398.55,781,0.444,27,0.0714,0.0,0.1,0,-0.714,0.0,0,1.0,0,0,0,0.0,0.0,224.49,224.49,0,1,0,0,0.54,0.0,0.12,0.0714,0.0,0.1758,398.55,27,27,0
0.0,0.0,0,1.793,255.06,0.0,340,0.271,27,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,457.39,457.39,0,2,0,0,0.35,0.0,0.08,0.0,0.0,0.4483,0.0,27,27,0
0.0,0.1429,0,1.568,281.26,457.39,555,0.271,14,0.1429,0.25,0.1,0,-1.429,0.0,0,1.0,0,0,0,0.0,0.0,441.0,441.0,0,1,0,0,0.38,0.0,0.09,0.1429,0.0,0.4563,457.39,14,14,0
0.0,0.0,0,1.41,240.75,0.0,17,17.647,7,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,1,1.0,0.0,339.55,339.55,6,10,0,0,17.65,0.0,4.08,0.0,0.0,0.141,0.0,7,7,0
0.0,0.0,0,0.284,256.36,0.0,408,0.442,26,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,72.88,72.88,0,1,0,0,0.59,0.0,0.14,0.0,0.0,0.0355,0.0,26,26,0
0.0,0.0,0,1.0,357.87,0.0,232,0.137,5,0.0,0.0,0.03,1,0.0,10.0,0,0.0,1,0,0,0.0,0.0,357.87,357.87,1,1,0,0,0.13,0.0,0.03,0.0,0.0,1.0,0.0,5,5,1
0.0,0.0,0,0.534,393.09,0.0,454,0.251,5,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,210.0,210.0,1,1,0,0,0.26,0.0,0.06,0.0,0.0,0.1336,0.0,5,5,0
0.0,0.0,0,1.703,158.61,0.0,117,0.28,24,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,270.08,270.08,0,1,0,0,0.51,0.0,0.12,0.0,0.0,0.8514,0.0,24,24,0
0.0,0.3333,0,1.382,196.01,270.08,231,0.28,9,0.3333,0.0,0.12,0,-3.333,0.0,0,1.0,0,0,0,0.0,0.0,270.79,270.79,0,1,0,0,0.39,0.0,0.09,0.3333,0.0,0.9198,270.08,9,9,0
0.0,0.0,0,1.137,272.85,0.0,130,1.079,29,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,2.422,0.0,310.18,310.18,0,4,0,0,1.15,0.0,0.27,0.0,0.0,0.2274,0.0,29,29,0
0.0,0.0,0,1.103,354.24,0.0,125,0.507,10,0.0,0.0,0.03,1,0.0,10.0,0,0.0,0,0,0,0.0,0.0,390.73,390.73,1,2,0,0,0.72,0.0,0.17,0.0,0.0,0.3677,0.0,10,10,1
0.0,0.2,0,0.946,337.13,390.73,333,0.507,25,0.2,0.0,0.07,1,-2.0,0.0,0,1.0,0,0,0,0.0,0.0,318.9,318.9,1,2,0,0,0.45,0.0,0.1,0.2,0.0,0.421,390.73,25,25,1
0.333,0.3333,1,0.955,318.44,354.82,346,0.507,16,0.3333,0.5,0.07,1,0.0,10.0,0,1.0,0,0,0,0.0,318.9,304.04,304.04,1,2,0,1,0.52,0.33,0.12,0.3333,0.5,0.5305,354.82,16,16,1
0.333,0.4286,0,0.618,299.38,337.89,434,0.507,21,0.4286,0.6667,0.07,1,-0.952,0.0,0,1.0,1,0,0,0.0,0.0,185.03,185.03,0,1,0,0,0.48,0.33,0.11,0.4286,0.0,0.572,337.89,21,21,1
0.333,0.5,0,1.136,305.32,299.68,519,0.507,24,0.5,0.0,0.12,1,-1.667,0.0,0,0.75,0,0,0,0.0,0.0,346.91,346.91,0,1,0,0,0.46,0.33,0.11,0.5,0.0,0.6328,299.68,24,24,1
0.333,0.5556,0,1.13,310.38,309.12,586,0.507,10,0.5556,0.0,0.2,1,-2.222,0.0,0,0.8,0,0,0,0.0,0.0,350.8,350.8,0,1,0,0,0.46,0.33,0.11,0.5556,0.0,0.6789,309.12,10,10,1
0.333,0.5455,0,0.799,286.53,316.07,671,0.507,6,0.5455,0.25,0.12,1,-2.121,0.0,0,0.833,0,0,0,0.0,0.0,228.91,228.91,2,2,0,0,0.49,0.33,0.11,0.5455,0.0,0.6743,316.07,6,6,1
0.0,0.0,0,0.527,310.53,0.0,69,0.58,13,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,163.63,163.63,0,1,0,0,0.87,0.0,0.2,0.0,0.0,0.2635,0.0,13,13,0
0.0,0.0,0,0.526,245.44,0.0,605,0.437,30,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,2.406,0.0,129.0,129.0,0,2,0,0,0.4,0.0,0.09,0.0,0.0,0.0657,0.0,30,30,0
0.0,0.0,0,1.095,439.17,0.0,116,0.671,4,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,480.77,480.77,1,1,0,0,0.52,0.0,0.12,0.0,0.0,0.5474,0.0,4,4,0
0.0,0.0,0,1.726,183.53,0.0,498,0.383,27,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,2.878,0.0,316.87,316.87,0,1,0,0,0.36,0.0,0.08,0.0,0.0,0.2877,0.0,27,27,0
0.0,0.0,0,1.227,335.92,0.0,22,1.059,3,0.0,0.0,0.1,0,0.0,10.0,0,0.0,1,0,1,0.0,0.0,412.24,412.24,1,2,0,0,2.73,0.0,0.63,0.0,0.0,0.6136,0.0,3,3,1
0.333,0.2,0,1.202,288.71,412.24,109,1.059,18,0.2,0.5,0.1,0,1.333,36.7,0,1.0,0,0,0,0.0,0.0,347.02,347.02,0,1,0,0,1.38,0.33,0.32,0.2,0.0,0.526,412.24,18,18,1
0.333,0.3333,0,0.868,281.28,379.63,150,1.059,11,0.3333,0.0,0.07,0,0.0,10.0,0,1.0,0,0,0,0.0,0.0,244.11,244.11,0,1,0,0,1.2,0.33,0.28,0.3333,0.0,0.5945,379.63,11,11,1
0.0,0.0,0,0.343,336.16,0.0,219,0.588,1,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,115.39,115.39,1,2,0,0,0.55,0.0,0.13,0.0,0.0,0.0858,0.0,1,1,0
0.333,0.1429,0,1.556,311.43,115.39,253,0.588,26,0.1429,0.0,0.12,0,1.905,48.1,0,0.0,0,0,0,0.0,0.0,484.56,484.56,0,2,0,0,0.83,0.33,0.19,0.1429,0.0,0.2752,115.39,26,26,0
0.667,0.2857,1,0.485,311.43,299.98,258,0.588,30,0.2857,0.0,0.08,0,3.81,86.2,0,0.5,0,0,0,0.0,484.56,150.99,150.99,0,1,1,1,0.81,0.67,0.19,0.2857,1.0,0.3445,299.98,30,30,0
0.667,0.375,0,0.522,291.5,250.31,335,0.588,24,0.375,0.5,0.2,0,2.917,68.3,0,0.333,0,0,0,0.0,0.0,152.04,152.04,0,1,0,0,0.72,0.67,0.17,0.375,0.0,0.3872,250.31,24,24,0
0.0,0.0,0,1.0,275.82,0.0,20,0.272,13,0.0,0.0,0.12,1,0.0,10.0,0,0.0,0,0,1,0.0,0.0,275.82,275.82,0,1,0,0,1.5,0.0,0.35,0.0,0.0,1.0,0.0,13,13,1
0.0,0.5,0,0.824,234.54,275.82,242,0.272,29,0.5,0.0,0.07,1,-5.0,0.0,0,1.0,0,0,0,0.0,0.0,193.26,193.26,0,1,0,0,0.25,0.0,0.06,0.5,0.0,1.0,275.82,29,29,1
0.0,0.0,0,0.386,296.36,0.0,154,0.292,21,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,114.35,114.35,0,2,0,0,0.39,0.0,0.09,0.0,0.0,0.1929,0.0,21,21,0
0.0,0.25,0,0.418,298.86,114.35,581,0.292,3,0.25,0.0,0.2,0,-2.5,0.0,0,0.0,0,0,0,0.0,0.0,124.84,124.84,1,1,0,0,0.21,0.0,0.05,0.25,0.0,0.2001,114.35,3,3,0
0.0,0.2857,0,1.082,282.28,119.6,689,0.292,26,0.2857,0.0,0.05,0,-2.857,0.0,0,0.0,0,0,0,0.0,0.0,305.42,305.42,0,2,0,0,0.3,0.0,0.07,0.2857,0.0,0.2756,119.6,26,26,0
0.0,0.0,0,1.182,303.58,0.0,61,0.389,6,0.0,0.0,0.05,1,0.0,10.0,0,0.0,1,0,0,0.0,0.0,358.79,358.79,2,2,0,0,0.98,0.0,0.23,0.0,0.0,0.5909,0.0,6,6,1
0.333,0.5,1,0.818,303.58,358.79,85,0.389,26,0.5,0.0,0.07,1,-1.667,0.0,0,1.0,0,0,0,0.0,358.79,248.37,248.37,0,2,0,1,0.71,0.33,0.16,0.5,0.5,1.0,358.79,26,26,1
0.0,0.0,0,0.256,270.75,0.0,139,0.672,26,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,69.18,69.18,0,1,0,0,0.43,0.0,0.1,0.0,0.0,0.1278,0.0,26,26,0
0.333,0.25,0,0.789,246.75,69.18,179,0.672,19,0.25,0.0,0.05,0,0.833,26.7,0,0.0,0,0,0,0.0,0.0,194.68,194.68,0,2,0,0,0.67,0.33,0.15,0.25,0.0,0.2673,69.18,19,19,0
0.0,0.1818,0,0.863,245.27,131.93,472,0.672,30,0.1818,0.3333,0.08,0,-1.818,0.0,0,0.0,0,0,0,0.0,0.0,211.58,211.58,0,1,0,0,0.7,0.0,0.16,0.1818,0.0,0.1762,131.93,30,30,0
0.0,0.0,0,1.237,251.66,0.0,205,0.654,21,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,3.43,0.0,311.38,311.38,0,2,0,0,0.29,0.0,0.07,0.0,0.0,0.6187,0.0,21,21,0
0.333,0.25,0,0.16,140.48,311.38,251,0.654,6,0.25,0.0,0.07,0,0.833,26.7,0,1.0,1,0,0,3.43,0.0,22.44,22.44,1,1,0,0,0.48,0.33,0.11,0.25,0.0,0.5941,311.38,6,6,0
0.0,0.2222,0,0.153,222.43,166.91,485,0.654,10,0.2222,0.3333,0.2,0,-2.222,0.0,0,0.5,0,0,0,3.43,0.0,34.09,34.09,0,1,0,0,0.56,0.0,0.13,0.2222,0.0,0.1838,166.91,10,10,0
0.333,0.2727,0,1.747,240.46,122.64,561,0.654,4,0.2727,0.4,0.2,0,0.606,22.1,0,0.333,0,0,0,3.43,0.0,420.03,420.03,1,2,0,0,0.59,0.33,0.14,0.2727,0.0,0.2979,122.64,4,4,0
0.0,0.0,0,1.101,370.47,0.0,737,0.115,8,0.0,0.0,0.2,0,0.0,10.0,0,0.0,1,0,0,0.0,0.0,407.72,407.72,0,1,0,0,0.12,0.0,0.03,0.0,0.0,0.3668,0.0,8,8,0
0.0,0.0,0,0.288,279.53,0.0,120,1.216,14,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,80.57,80.57,0,2,0,0,1.25,0.0,0.29,0.0,0.0,0.0576,0.0,14,14,1
0.333,0.1429,0,0.748,238.45,80.57,164,1.216,23,0.1429,0.0,0.12,0,1.905,48.1,0,0.0,0,0,0,0.0,0.0,178.27,178.27,0,2,0,0,1.28,0.33,0.3,0.1429,0.0,0.1551,80.57,23,23,1
0.667,0.2857,1,0.391,238.45,129.42,172,1.216,27,0.2857,0.0,0.08,0,3.81,86.2,0,0.0,0,0,0,0.0,178.27,93.22,93.22,0,1,0,1,1.22,0.67,0.28,0.2857,1.0,0.2109,129.42,27,27,1
0.667,0.3333,0,1.891,247.62,117.35,239,1.216,9,0.3333,0.0,0.07,0,3.333,76.7,0,0.0,0,0,0,0.0,0.0,468.21,468.21,0,2,0,0,1.13,0.67,0.26,0.3333,0.0,0.3681,117.35,9,9,1
1.0,0.4,1,0.361,253.02,205.07,244,1.216,22,0.4,0.3333,0.07,0,6.0,100.0,0,0.25,0,0,0,0.0,468.21,91.22,91.22,1,3,1,1,1.23,1.0,0.28,0.4,0.3333,0.3602,205.07,22,22,1
0.0,0.0,0,0.686,297.48,0.0,484,0.772,3,0.0,0.0,0.03,0,0.0,10.0,0,0.0,1,0,0,2.879,0.0,204.18,204.18,2,4,0,0,0.81,0.0,0.19,0.0,0.0,0.0528,0.0,3,3,0
0.0,0.0,0,1.566,181.92,0.0,237,0.293,30,0.0,0.0,0.12,0,0.0,10.0,0,0.0,1,0,0,0.0,0.0,284.9,284.9,1,3,0,0,0.38,0.0,0.09,0.0,0.0,0.522,0.0,30,30,0
0.0,0.25,0,0.423,152.58,284.9,462,0.293,22,0.25,0.0,0.1,0,-2.5,0.0,0,1.0,0,0,0,0.0,0.0,64.56,64.56,0,1,0,0,0.26,0.0,0.06,0.25,0.0,0.5726,284.9,22,22,0
0.0,0.0,0,1.284,188.66,0.0,185,0.199,3,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,242.29,242.29,1,1,0,0,0.32,0.0,0.07,0.0,0.0,0.6422,0.0,3,3,1
0.0,0.3333,0,1.217,211.62,242.29,337,0.199,27,0.3333,0.0,0.12,0,-3.333,0.0,0,1.0,0,0,0,0.0,0.0,257.55,257.55,0,1,0,0,0.27,0.0,0.06,0.3333,0.0,0.7873,242.29,27,27,1
0.0,0.5,0,1.517,255.7,249.92,602,0.199,18,0.5,0.0,0.2,0,-5.0,0.0,0,1.0,0,0,0,0.0,0.0,387.92,387.92,0,1,0,0,0.2,0.0,0.05,0.5,0.0,0.868,249.92,18,18,1
0.0,0.0,0,1.393,230.22,0.0,65,0.708,5,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,3.23,0.0,320.77,320.77,1,2,0,0,0.92,0.0,0.21,0.0,0.0,0.6967,0.0,5,5,0
0.0,0.0909,0,1.295,243.37,320.77,466,0.708,6,0.0909,0.5,0.2,0,-0.909,0.0,0,1.0,0,0,0,3.23,0.0,315.22,315.22,2,2,0,0,0.71,0.0,0.16,0.0909,0.0,0.2376,320.77,6,6,0
0.0,0.0,0,0.865,308.77,0.0,36,2.617,13,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.721,0.0,267.05,267.05,0,4,0,0,3.33,0.0,0.77,0.0,0.0,0.2162,0.0,13,13,0
0.333,0.0909,0,0.733,333.49,267.05,102,2.617,12,0.0909,0.5,0.2,0,2.424,58.5,0,1.0,0,0,0,0.721,0.0,244.5,244.5,0,3,0,0,3.24,0.33,0.75,0.0909,0.0,0.1394,267.05,12,12,0
0.0,0.0,0,1.0,71.54,0.0,168,0.233,5,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,5.933,0.0,71.54,71.54,1,1,0,0,0.18,0.0,0.04,0.0,0.0,1.0,0.0,5,5,0
0.0,0.0,0,0.969,440.2,0.0,157,0.516,2,0.0,0.0,0.05,0,0.0,10.0,0,0.0,0,0,0,2.033,0.0,426.68,426.68,1,1,0,0,0.38,0.0,0.09,0.0,0.0,0.4846,0.0,2,2,1
0.0,0.25,0,0.863,414.32,426.68,281,0.516,1,0.25,0.0,0.1,0,-2.5,0.0,0,1.0,0,0,0,2.033,0.0,357.58,357.58,1,1,0,0,0.43,0.0,0.1,0.25,0.0,0.4732,426.68,1,1,1
0.0,0.3333,0,0.181,326.13,392.13,382,0.516,16,0.3333,0.0,0.03,0,-3.333,0.0,0,1.0,0,0,0,2.033,0.0,59.13,59.13,0,1,0,0,0.47,0.0,0.11,0.3333,0.0,0.431,392.13,16,16,1
0.333,0.4286,0,1.2,337.38,281.13,448,0.516,29,0.4286,0.5,0.1,0,-0.952,0.0,0,0.667,0,0,0,2.033,0.0,404.85,404.85,0,1,0,0,0.47,0.33,0.11,0.4286,0.0,0.5286,281.13,29,29,1
0.333,0.5,0,0.609,319.52,312.06,538,0.516,28,0.5,0.6667,0.1,0,-1.667,0.0,0,0.75,0,0,0,2.033,0.0,194.54,194.54,0,1,0,0,0.45,0.33,0.1,0.5,0.0,0.5644,312.06,28,28,1
0.0,0.0,0,0.325,183.85,0.0,120,2.459,15,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,1.314,0.0,59.69,59.69,1,4,0,0,2.5,0.0,0.58,0.0,0.0,0.0325,0.0,15,15,0
0.0,0.0,0,1.018,290.35,0.0,79,3.204,6,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,2.028,0.0,295.69,295.69,3,5,0,0,3.42,0.0,0.79,0.0,0.0,0.1132,0.0,6,6,0
0.0,0.0,0,0.926,283.21,0.0,432,0.201,8,0.0,0.0,0.03,1,0.0,10.0,0,0.0,0,0,0,0.0,0.0,262.12,262.12,0,1,0,0,0.21,0.0,0.05,0.0,0.0,0.3085,0.0,8,8,1
0.333,0.25,1,0.683,256.17,262.12,449,0.201,14,0.25,0.0,0.1,1,0.833,26.7,0,1.0,0,0,0,0.0,262.12,175.04,175.04,0,2,0,1,0.27,0.33,0.06,0.25,0.5,0.4266,262.12,14,14,1
0.333,0.4,0,0.206,213.72,218.58,537,0.201,16,0.4,0.3333,0.1,1,-0.667,0.0,0,0.5,0,0,0,0.0,0.0,43.95,43.95,0,1,0,0,0.28,0.33,0.06,0.4,0.0,0.4502,218.58,16,16,1
0.0,0.0,0,1.257,359.46,0.0,12,7.5,2,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,1,1.0,0.0,451.86,451.86,2,3,0,0,7.5,0.0,1.73,0.0,0.0,0.419,0.0,2,2,1
0.333,0.3333,1,1.085,359.46,451.86,12,7.5,5,0.3333,0.0,0.07,0,0.0,10.0,0,1.0,0,0,1,1.0,451.86,390.11,390.11,2,3,1,1,7.5,0.33,1.73,0.3333,0.3333,0.7808,451.86,5,5,1
0.667,0.6667,2,0.658,359.46,420.98,12,7.5,8,0.6667,0.0,0.2,0,0.0,10.0,1,1.0,1,0,1,1.0,841.97,236.4,236.4,2,3,2,2,7.5,0.67,1.73,0.6667,0.6667,1.0,420.98,8,8,1
0.0,0.0,0,1.0,196.96,0.0,72,0.688,9,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,1.486,0.0,196.96,196.96,0,1,0,0,0.42,0.0,0.1,0.0,0.0,1.0,0.0,9,9,0
0.0,0.1667,0,1.98,238.08,196.96,283,0.688,21,0.1667,0.3333,0.12,0,-1.667,0.0,0,0.0,0,0,0,1.486,0.0,471.44,471.44,1,3,0,0,0.64,0.0,0.15,0.1667,0.0,0.4679,196.96,21,21,0
0.333,0.2857,1,1.72,270.56,334.2,310,0.688,20,0.2857,0.0,0.05,0,0.476,19.5,0,0.5,0,0,0,1.486,471.44,465.48,465.48,0,1,0,1,0.68,0.33,0.16,0.2857,1.0,0.5987,334.2,20,20,0
0.667,0.3333,0,1.106,251.53,377.96,343,0.688,18,0.3333,0.0,0.07,0,3.333,76.7,0,0.667,0,0,0,1.486,0.0,278.23,278.23,0,1,0,0,0.79,0.67,0.18,0.3333,0.0,0.6238,377.96,18,18,0
0.0,0.4,0,0.385,235.45,353.03,482,0.688,15,0.4,0.3333,0.07,0,-4.0,0.0,0,0.75,0,0,0,1.486,0.0,90.66,90.66,0,1,0,0,0.62,0.0,0.14,0.4,0.0,0.6383,353.03,15,15,0
0.333,0.4545,0,0.331,220.69,300.55,518,0.688,28,0.4545,0.5,0.07,0,-1.212,0.0,0,0.6,0,0,0,1.486,0.0,73.12,73.12,0,1,0,0,0.64,0.33,0.15,0.4545,0.0,0.6492,300.55,28,28,0
0.0,0.0,0,1.0,378.56,0.0,83,0.373,18,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,378.56,378.56,0,1,0,0,0.36,0.0,0.08,0.0,0.0,1.0,0.0,18,18,1
0.0,0.1429,0,0.55,265.12,378.56,510,0.373,5,0.1429,0.3333,0.07,0,-1.429,0.0,0,1.0,1,0,0,0.0,0.0,145.83,145.83,1,1,0,0,0.41,0.0,0.1,0.1429,0.0,0.2826,378.56,5,5,1
0.333,0.2222,0,1.368,268.21,262.2,552,0.373,13,0.2222,0.0,0.12,0,1.111,32.2,0,0.5,0,0,0,0.0,0.0,366.79,366.79,0,2,0,0,0.49,0.33,0.11,0.2222,0.0,0.3692,262.2,13,13,1
0.0,0.0,0,0.598,255.65,0.0,77,2.011,11,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,152.91,152.91,0,2,0,0,3.51,0.0,0.81,0.0,0.0,0.0665,0.0,11,11,0
0.333,0.0909,0,0.196,237.51,152.91,114,2.011,19,0.0909,0.3333,0.08,0,2.424,58.5,0,0.0,0,0,0,0.0,0.0,46.63,46.63,0,2,0,0,2.89,0.33,0.67,0.0909,0.0,0.0764,152.91,19,19,0
0.0,0.0,0,1.398,331.02,0.0,86,0.495,17,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,462.91,462.91,0,2,0,0,0.7,0.0,0.16,0.0,0.0,0.6992,0.0,17,17,0
0.0,0.0,0,1.67,267.17,0.0,851,0.389,6,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,446.11,446.11,1,1,0,0,0.42,0.0,0.1,0.0,0.0,0.1391,0.0,6,6,0
0.0,0.0,0,1.322,351.33,0.0,43,1.472,20,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.653,0.0,464.57,464.57,1,3,0,0,2.09,0.0,0.48,0.0,0.0,0.4408,0.0,20,20,0
0.0,0.0,0,1.34,329.96,0.0,183,0.396,11,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,442.05,442.05,0,1,0,0,0.66,0.0,0.15,0.0,0.0,0.3349,0.0,11,11,0
0.0,0.0,0,0.342,178.42,0.0,57,1.875,15,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.491,0.0,61.11,61.11,0,3,0,0,2.63,0.0,0.61,0.0,0.0,0.0685,0.0,15,15,0
0.0,0.1111,0,1.284,258.65,61.11,153,1.875,2,0.1111,0.0,0.1,0,-1.111,0.0,0,0.0,1,0,0,0.491,0.0,332.2,332.2,1,1,0,0,1.76,0.0,0.41,0.1111,0.0,0.169,61.11,2,2,0
0.0,0.0,0,1.218,330.18,0.0,135,2.062,5,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.963,0.0,402.03,402.03,2,2,0,0,2.44,0.0,0.56,0.0,0.0,0.1107,0.0,5,5,0
0.0,0.0,0,0.427,234.08,0.0,266,0.611,1,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,99.88,99.88,1,1,0,0,0.79,0.0,0.18,0.0,0.0,0.061,0.0,1,1,0
0.333,0.125,1,1.735,261.54,99.88,284,0.611,16,0.125,0.0,0.05,0,2.083,51.7,0,0.0,0,0,0,0.0,99.88,453.82,453.82,0,2,0,1,0.85,0.33,0.2,0.125,0.5,0.2646,99.88,16,16,0
0.0,0.0,0,0.594,302.38,0.0,544,0.568,14,0.0,0.0,0.03,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,179.75,179.75,0,1,0,0,0.66,0.0,0.15,0.0,0.0,0.0495,0.0,14,14,0
0.0,0.0,0,0.413,279.59,0.0,124,0.467,6,0.0,0.0,0.08,0,0.0,10.0,0,0.0,0,0,0,2.224,0.0,115.39,115.39,1,1,0,0,0.48,0.0,0.11,0.0,0.0,0.2064,0.0,6,6,0
0.0,0.0,0,1.353,359.37,0.0,71,2.195,23,0.0,0.0,0.12,0,0.0,10.0,0,0.0,0,0,0,0.867,0.0,486.12,486.12,1,4,0,0,2.54,0.0,0.59,0.0,0.0,0.2254,0.0,23,23,0
0.333,0.1667,1,1.379,359.37,486.12,76,2.195,8,0.1667,0.0,0.2,0,1.667,43.3,0,1.0,0,0,0,0.867,486.12,495.46,495.46,0,4,1,1,2.37,0.33,0.55,0.1667,0.25,0.4552,486.12,8,8,0
0.0,0.0,0,1.0,50.09,0.0,114,0.323,22,0.0,0.0,0.07,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,50.09,50.09,0,1,0,0,0.26,0.0,0.06,0.0,0.0,1.0,0.0,22,22,0
0.0,0.1667,0,2.148,186.42,50.09,552,0.323,7,0.1667,0.0,0.08,0,-1.667,0.0,0,0.0,0,0,0,0.0,0.0,400.42,400.42,1,1,0,0,0.33,0.0,0.08,0.1667,0.0,0.4028,50.09,7,7,0
0.333,0.2857,0,0.314,167.29,225.26,604,0.323,19,0.2857,0.0,0.2,0,0.476,19.5,0,0.5,0,0,0,0.0,0.0,52.51,52.51,0,1,0,0,0.35,0.33,0.08,0.2857,0.0,0.4295,225.26,19,19,0
0.0,0.0,0,0.403,95.98,0.0,178,0.345,26,0.0,0.0,0.2,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,38.64,38.64,0,1,0,0,0.34,0.0,0.08,0.0,0.0,0.2013,0.0,26,26,1
0.333,0.3333,0,1.834,164.56,38.64,219,0.345,24,0.3333,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,0.0,0.0,301.73,301.73,0,1,0,0,0.41,0.33,0.09,0.3333,0.0,0.6895,38.64,24,24,1
0.0,0.4,0,0.342,165.63,170.18,320,0.345,17,0.4,0.0,0.08,0,-4.0,0.0,0,0.5,0,0,0,0.0,0.0,56.7,56.7,0,2,0,0,0.47,0.0,0.11,0.4,0.0,0.4795,170.18,17,17,1
0.0,0.0,0,0.43,174.83,0.0,844,0.246,8,0.0,0.0,0.1,0,0.0,10.0,0,0.0,0,0,0,4.572,0.0,75.19,75.19,0,1,0,0,0.25,0.0,0.06,0.0,0.0,0.0614,0.0,8,8,0
